C1 	 -14.560000 	 -14.640000 	 -27.530000 	 0.209
C2 	 -15.150000 	 -15.510000 	 -26.600000 	 0.395
C3 	 -14.650000 	 -13.260000 	 -27.320000 	 -0.245
C4 	 -15.880000 	 -14.990000 	 -25.530000 	 -0.226
N5 	 -14.960000 	 -16.900000 	 -26.730000 	 -0.688
C6 	 -15.340000 	 -12.750000 	 -26.220000 	 -0.151
C7 	 -15.980000 	 -13.620000 	 -25.330000 	 -0.177
C8 	 -16.560000 	 -15.960000 	 -24.590000 	 0.796
N9 	 -16.200000 	 -17.250000 	 -24.840000 	 -0.668
O10 	 -17.360000 	 -15.680000 	 -23.710000 	 -0.616
C11 	 -15.450000 	 -17.750000 	 -25.890000 	 0.680
C12 	 -15.300000 	 -19.210000 	 -26.030000 	 -0.111
C13 	 -15.830000 	 -20.100000 	 -25.090000 	 -0.159
C14 	 -15.650000 	 -21.470000 	 -25.240000 	 -0.233
C15 	 -14.930000 	 -21.960000 	 -26.330000 	 0.146
C16 	 -14.420000 	 -21.080000 	 -27.280000 	 -0.175
C17 	 -14.610000 	 -19.710000 	 -27.130000 	 -0.096
C18 	 -14.580000 	 -23.450000 	 -26.410000 	 0.545
O19 	 -14.240000 	 -23.890000 	 -27.700000 	 -0.762
C20 	 -15.740000 	 -24.390000 	 -26.060000 	 -0.294
C21 	 -13.330000 	 -23.660000 	 -25.540000 	 -0.419
F22 	 -13.860000 	 -15.110000 	 -28.590000 	 -0.188
H23 	 -14.170000 	 -12.580000 	 -28.010000 	 0.190
H24 	 -15.380000 	 -11.690000 	 -26.070000 	 0.165
H25 	 -16.530000 	 -13.220000 	 -24.480000 	 0.179
H26 	 -16.680000 	 -17.920000 	 -24.250000 	 0.340
H27 	 -16.360000 	 -19.760000 	 -24.210000 	 0.165
H28 	 -16.020000 	 -22.140000 	 -24.480000 	 0.135
H29 	 -13.840000 	 -21.430000 	 -28.120000 	 0.171
H30 	 -14.190000 	 -19.060000 	 -27.890000 	 0.142
H31 	 -14.020000 	 -24.820000 	 -27.640000 	 0.458
H32 	 -16.670000 	 -24.050000 	 -26.510000 	 0.068
H33 	 -15.880000 	 -24.440000 	 -24.980000 	 0.068
H34 	 -15.570000 	 -25.420000 	 -26.370000 	 0.068
H35 	 -12.540000 	 -22.960000 	 -25.810000 	 0.097
H36 	 -12.940000 	 -24.660000 	 -25.680000 	 0.097
H37 	 -13.540000 	 -23.520000 	 -24.480000 	 0.097
