C1 	 -14.500000 	 -14.810000 	 -27.600000 	 0.094
C2 	 -15.090000 	 -15.620000 	 -26.610000 	 0.309
C3 	 -14.580000 	 -13.420000 	 -27.490000 	 -0.357
C4 	 -15.800000 	 -15.020000 	 -25.560000 	 -0.184
N5 	 -14.950000 	 -17.020000 	 -26.670000 	 -0.603
C6 	 -15.260000 	 -12.830000 	 -26.430000 	 0.389
C7 	 -15.890000 	 -13.620000 	 -25.460000 	 -0.339
C8 	 -16.470000 	 -15.920000 	 -24.550000 	 0.786
N9 	 -16.150000 	 -17.230000 	 -24.740000 	 -0.636
O10 	 -17.250000 	 -15.560000 	 -23.660000 	 -0.606
C11 	 -15.430000 	 -17.810000 	 -25.770000 	 0.608
C12 	 -15.270000 	 -19.290000 	 -25.850000 	 -0.051
C13 	 -14.770000 	 -19.870000 	 -27.020000 	 -0.107
C14 	 -14.630000 	 -21.250000 	 -27.130000 	 -0.179
C15 	 -14.980000 	 -22.090000 	 -26.070000 	 0.013
C16 	 -15.470000 	 -21.510000 	 -24.890000 	 -0.125
C17 	 -15.620000 	 -20.130000 	 -24.780000 	 -0.175
C18 	 -13.750000 	 -15.390000 	 -28.790000 	 -0.262
F19 	 -15.310000 	 -11.480000 	 -26.350000 	 -0.208
C20 	 -14.940000 	 -23.620000 	 -26.220000 	 0.059
C21 	 -16.150000 	 -24.110000 	 -27.010000 	 -0.084
C22 	 -16.150000 	 -25.640000 	 -27.150000 	 -0.160
N23 	 -14.950000 	 -26.010000 	 -28.030000 	 -0.035
C24 	 -13.660000 	 -25.680000 	 -27.270000 	 -0.139
C25 	 -13.630000 	 -24.180000 	 -26.830000 	 -0.144
C26 	 -15.000000 	 -27.510000 	 -28.400000 	 -0.557
H27 	 -14.110000 	 -12.780000 	 -28.230000 	 0.217
H28 	 -16.430000 	 -13.150000 	 -24.650000 	 0.229
H29 	 -16.640000 	 -17.850000 	 -24.110000 	 0.332
H30 	 -14.490000 	 -19.260000 	 -27.870000 	 0.150
H31 	 -14.270000 	 -21.650000 	 -28.060000 	 0.133
H32 	 -15.760000 	 -22.140000 	 -24.060000 	 0.123
H33 	 -16.020000 	 -19.730000 	 -23.860000 	 0.175
H34 	 -14.160000 	 -16.350000 	 -29.080000 	 0.091
H35 	 -12.700000 	 -15.520000 	 -28.550000 	 0.091
H36 	 -13.820000 	 -14.740000 	 -29.670000 	 0.091
H37 	 -15.010000 	 -24.020000 	 -25.210000 	 0.088
H38 	 -16.170000 	 -23.660000 	 -28.010000 	 0.067
H39 	 -17.050000 	 -23.760000 	 -26.530000 	 0.067
H40 	 -16.080000 	 -26.150000 	 -26.200000 	 0.156
H41 	 -17.040000 	 -26.000000 	 -27.660000 	 0.156
H42 	 -13.600000 	 -26.390000 	 -26.460000 	 0.149
H43 	 -12.910000 	 -25.950000 	 -28.000000 	 0.149
H44 	 -13.350000 	 -23.570000 	 -27.680000 	 0.089
H45 	 -12.820000 	 -24.030000 	 -26.110000 	 0.089
H46 	 -14.150000 	 -27.710000 	 -29.060000 	 0.237
H47 	 -15.940000 	 -27.710000 	 -28.920000 	 0.237
H48 	 -14.930000 	 -28.110000 	 -27.490000 	 0.237
H49 	 -14.990000 	 -25.440000 	 -28.860000 	 0.344
