C1 	 27.321000 	 0.209000 	 -11.544000 	 0.168
C2 	 24.810000 	 -0.038000 	 -11.502000 	 -0.105
C3 	 26.034000 	 -0.225000 	 -10.832000 	 0.056
C4 	 26.039000 	 -0.773000 	 -9.529000 	 -0.063
C5 	 24.813000 	 -1.087000 	 -8.921000 	 -0.018
C6 	 23.612000 	 -0.939000 	 -9.608000 	 -0.429
C7 	 23.611000 	 -0.425000 	 -10.922000 	 0.486
O8 	 22.476000 	 -0.305000 	 -11.692000 	 -0.471
C9 	 21.238000 	 -0.584000 	 -11.190000 	 0.471
C10 	 20.664000 	 -1.839000 	 -11.398000 	 -0.245
C11 	 19.410000 	 -2.122000 	 -10.864000 	 -0.150
C12 	 18.732000 	 -1.137000 	 -10.141000 	 -0.149
C13 	 19.265000 	 0.114000 	 -9.971000 	 0.015
C14 	 18.579000 	 1.165000 	 -9.243000 	 0.360
C15 	 20.560000 	 0.400000 	 -10.480000 	 -0.299
S16 	 27.540000 	 -1.091000 	 -8.555000 	 0.851
O17 	 27.186000 	 -2.008000 	 -7.484000 	 -0.521
O18 	 28.621000 	 -1.451000 	 -9.459000 	 -0.520
C19 	 27.963000 	 0.594000 	 -7.792000 	 0.268
F20 	 27.798000 	 1.567000 	 -8.668000 	 -0.140
F21 	 27.086000 	 0.798000 	 -6.735000 	 -0.212
CL22 	 24.741000 	 0.702000 	 -13.076000 	 -0.047
O23 	 27.688000 	 1.524000 	 -11.186000 	 -0.651
N24 	 18.001000 	 1.995000 	 -8.685000 	 -0.452
H25 	 28.131000 	 -0.495000 	 -11.385000 	 0.048
H26 	 27.200000 	 0.195000 	 -12.630000 	 0.048
H27 	 24.774000 	 -1.474000 	 -7.913000 	 0.170
H28 	 22.689000 	 -1.234000 	 -9.128000 	 0.207
H29 	 21.203000 	 -2.588000 	 -11.961000 	 0.184
H30 	 18.977000 	 -3.101000 	 -11.006000 	 0.174
H31 	 17.756000 	 -1.386000 	 -9.717000 	 0.167
H32 	 21.007000 	 1.360000 	 -10.326000 	 0.216
H33 	 28.973000 	 0.592000 	 -7.456000 	 0.156
H34 	 28.496000 	 1.770000 	 -11.662000 	 0.427
