C1 	 -14.520000 	 -14.780000 	 -27.540000 	 0.115
C2 	 -15.120000 	 -15.590000 	 -26.560000 	 0.309
C3 	 -14.610000 	 -13.390000 	 -27.420000 	 -0.369
C4 	 -15.850000 	 -15.000000 	 -25.520000 	 -0.187
N5 	 -14.950000 	 -16.980000 	 -26.610000 	 -0.597
C6 	 -15.310000 	 -12.810000 	 -26.370000 	 0.389
C7 	 -15.950000 	 -13.610000 	 -25.420000 	 -0.335
C8 	 -16.530000 	 -15.910000 	 -24.520000 	 0.789
N9 	 -16.180000 	 -17.210000 	 -24.690000 	 -0.637
O10 	 -17.350000 	 -15.550000 	 -23.660000 	 -0.608
C11 	 -15.440000 	 -17.780000 	 -25.720000 	 0.593
C12 	 -15.280000 	 -19.260000 	 -25.810000 	 -0.055
C13 	 -14.770000 	 -19.830000 	 -26.990000 	 -0.081
C14 	 -14.630000 	 -21.200000 	 -27.120000 	 -0.229
C15 	 -14.990000 	 -22.060000 	 -26.070000 	 0.056
C16 	 -15.480000 	 -21.500000 	 -24.890000 	 -0.161
C17 	 -15.620000 	 -20.120000 	 -24.750000 	 -0.153
C18 	 -13.750000 	 -15.360000 	 -28.710000 	 -0.288
F19 	 -15.350000 	 -11.460000 	 -26.280000 	 -0.207
C20 	 -14.940000 	 -23.580000 	 -26.240000 	 0.077
C21 	 -13.630000 	 -24.140000 	 -26.850000 	 -0.166
C22 	 -13.650000 	 -25.650000 	 -27.270000 	 -0.019
N23 	 -14.950000 	 -26.000000 	 -28.000000 	 -0.269
C24 	 -16.150000 	 -25.600000 	 -27.150000 	 -0.076
C25 	 -16.150000 	 -24.070000 	 -27.060000 	 -0.107
H26 	 -14.130000 	 -12.750000 	 -28.150000 	 0.219
H27 	 -16.500000 	 -13.150000 	 -24.610000 	 0.227
H28 	 -16.670000 	 -17.840000 	 -24.070000 	 0.334
H29 	 -14.500000 	 -19.200000 	 -27.830000 	 0.141
H30 	 -14.270000 	 -21.590000 	 -28.060000 	 0.154
H31 	 -15.760000 	 -22.140000 	 -24.060000 	 0.130
H32 	 -16.020000 	 -19.730000 	 -23.820000 	 0.172
H33 	 -14.200000 	 -16.290000 	 -29.050000 	 0.097
H34 	 -12.720000 	 -15.550000 	 -28.410000 	 0.097
H35 	 -13.730000 	 -14.680000 	 -29.570000 	 0.097
H36 	 -15.030000 	 -24.000000 	 -25.230000 	 0.074
H37 	 -13.350000 	 -23.540000 	 -27.710000 	 0.091
H38 	 -12.830000 	 -23.980000 	 -26.120000 	 0.091
H39 	 -13.610000 	 -26.360000 	 -26.460000 	 0.116
H40 	 -12.900000 	 -25.950000 	 -27.990000 	 0.116
H41 	 -14.970000 	 -26.990000 	 -28.200000 	 0.317
H42 	 -16.090000 	 -26.090000 	 -26.180000 	 0.129
H43 	 -17.020000 	 -26.000000 	 -27.660000 	 0.129
H44 	 -16.130000 	 -23.650000 	 -28.060000 	 0.077
H45 	 -17.070000 	 -23.700000 	 -26.610000 	 0.077
H46 	 -14.980000 	 -25.500000 	 -28.880000 	 0.333
