C1 	 24.510000 	 29.700000 	 47.960000 	 -0.336
N2 	 25.050000 	 30.990000 	 47.310000 	 0.024
C3 	 25.040000 	 30.870000 	 45.770000 	 -0.341
C4 	 24.280000 	 32.250000 	 47.790000 	 -0.208
C5 	 24.690000 	 32.630000 	 49.230000 	 -0.008
C6 	 24.070000 	 33.960000 	 49.670000 	 0.212
O7 	 24.700000 	 34.380000 	 50.870000 	 -0.409
C8 	 24.270000 	 33.930000 	 52.100000 	 0.077
C9 	 25.100000 	 34.180000 	 53.190000 	 0.180
N10 	 24.750000 	 33.890000 	 54.470000 	 -0.606
C11 	 23.530000 	 33.320000 	 54.660000 	 0.848
N12 	 22.660000 	 33.010000 	 53.660000 	 -0.643
C13 	 23.040000 	 33.320000 	 52.390000 	 0.165
C14 	 23.140000 	 32.950000 	 56.070000 	 -0.277
C15 	 24.100000 	 32.950000 	 57.090000 	 -0.015
C16 	 23.780000 	 32.550000 	 58.390000 	 -0.216
C17 	 22.490000 	 32.130000 	 58.680000 	 -0.142
C18 	 21.500000 	 32.140000 	 57.690000 	 0.139
C19 	 20.080000 	 31.730000 	 58.040000 	 -0.296
N20 	 19.780000 	 30.330000 	 57.700000 	 0.129
N21 	 19.320000 	 30.110000 	 56.400000 	 -0.432
C22 	 19.060000 	 28.920000 	 55.940000 	 0.398
C23 	 19.260000 	 27.820000 	 56.860000 	 -0.277
C24 	 19.730000 	 28.020000 	 58.120000 	 -0.197
C25 	 20.030000 	 29.350000 	 58.640000 	 0.579
O26 	 20.450000 	 29.530000 	 59.780000 	 -0.600
C27 	 18.590000 	 28.700000 	 54.550000 	 -0.001
C28 	 18.840000 	 29.670000 	 53.570000 	 -0.108
C29 	 18.410000 	 29.490000 	 52.260000 	 -0.148
C30 	 17.730000 	 28.330000 	 51.900000 	 -0.154
C31 	 17.480000 	 27.350000 	 52.850000 	 0.060
C32 	 17.910000 	 27.520000 	 54.170000 	 -0.196
C33 	 16.790000 	 26.120000 	 52.460000 	 0.313
N34 	 16.250000 	 25.150000 	 52.140000 	 -0.435
C35 	 21.830000 	 32.550000 	 56.400000 	 -0.082
H36 	 25.100000 	 28.850000 	 47.580000 	 0.180
H37 	 23.460000 	 29.590000 	 47.700000 	 0.180
H38 	 24.650000 	 29.810000 	 49.030000 	 0.180
H39 	 25.620000 	 29.990000 	 45.500000 	 0.183
H40 	 25.490000 	 31.780000 	 45.370000 	 0.183
H41 	 24.000000 	 30.770000 	 45.450000 	 0.183
H42 	 23.210000 	 32.040000 	 47.680000 	 0.148
H43 	 24.560000 	 33.050000 	 47.100000 	 0.148
H44 	 25.780000 	 32.720000 	 49.280000 	 0.037
H45 	 24.410000 	 31.850000 	 49.950000 	 0.037
H46 	 22.980000 	 33.930000 	 49.710000 	 0.049
H47 	 24.320000 	 34.720000 	 48.930000 	 0.049
H48 	 26.040000 	 34.680000 	 53.050000 	 0.146
H49 	 22.300000 	 33.120000 	 51.620000 	 0.121
H50 	 25.120000 	 33.250000 	 56.890000 	 0.109
H51 	 24.540000 	 32.550000 	 59.150000 	 0.167
H52 	 22.250000 	 31.800000 	 59.680000 	 0.174
H53 	 19.380000 	 32.370000 	 57.500000 	 0.150
H54 	 19.870000 	 31.940000 	 59.100000 	 0.150
H55 	 19.080000 	 26.800000 	 56.570000 	 0.168
H56 	 19.890000 	 27.180000 	 58.770000 	 0.179
H57 	 19.370000 	 30.580000 	 53.820000 	 0.136
H58 	 18.620000 	 30.250000 	 51.520000 	 0.149
H59 	 17.420000 	 28.210000 	 50.870000 	 0.168
H60 	 17.700000 	 26.750000 	 54.890000 	 0.189
H61 	 21.070000 	 32.540000 	 55.630000 	 0.118
H62 	 26.010000 	 31.110000 	 47.620000 	 0.320
