C1 	 -14.720000 	 -14.600000 	 -27.660000 	 0.266
C2 	 -15.220000 	 -15.440000 	 -26.660000 	 0.299
C3 	 -14.880000 	 -13.220000 	 -27.540000 	 -0.404
C4 	 -15.900000 	 -14.890000 	 -25.560000 	 -0.166
N5 	 -15.040000 	 -16.830000 	 -26.750000 	 -0.642
C6 	 -15.540000 	 -12.680000 	 -26.440000 	 0.410
C7 	 -16.060000 	 -13.510000 	 -25.440000 	 -0.348
C8 	 -16.470000 	 -15.840000 	 -24.520000 	 0.778
N9 	 -16.150000 	 -17.130000 	 -24.780000 	 -0.631
O10 	 -17.160000 	 -15.520000 	 -23.550000 	 -0.598
C11 	 -15.480000 	 -17.660000 	 -25.870000 	 0.652
C12 	 -15.320000 	 -19.130000 	 -26.000000 	 -0.104
C13 	 -14.670000 	 -19.650000 	 -27.140000 	 -0.036
C14 	 -14.520000 	 -21.020000 	 -27.310000 	 -0.207
C15 	 -15.000000 	 -21.910000 	 -26.350000 	 0.076
C16 	 -15.640000 	 -21.410000 	 -25.210000 	 -0.257
C17 	 -15.810000 	 -20.030000 	 -25.040000 	 -0.132
F18 	 -14.070000 	 -15.110000 	 -28.740000 	 -0.178
F19 	 -15.670000 	 -11.340000 	 -26.340000 	 -0.199
C20 	 -14.880000 	 -23.410000 	 -26.560000 	 0.104
C21 	 -16.270000 	 -24.060000 	 -26.580000 	 -0.142
C22 	 -16.160000 	 -25.600000 	 -26.670000 	 -0.044
N23 	 -15.380000 	 -26.110000 	 -25.540000 	 -0.329
C24 	 -14.020000 	 -25.590000 	 -25.580000 	 -0.030
C25 	 -14.040000 	 -24.050000 	 -25.450000 	 -0.141
H26 	 -14.480000 	 -12.570000 	 -28.300000 	 0.242
H27 	 -16.570000 	 -13.070000 	 -24.600000 	 0.233
H28 	 -16.590000 	 -17.780000 	 -24.140000 	 0.326
H29 	 -14.300000 	 -18.990000 	 -27.910000 	 0.142
H30 	 -14.050000 	 -21.360000 	 -28.210000 	 0.146
H31 	 -16.020000 	 -22.080000 	 -24.450000 	 0.154
H32 	 -16.330000 	 -19.690000 	 -24.160000 	 0.172
H33 	 -14.390000 	 -23.560000 	 -27.520000 	 0.067
H34 	 -16.830000 	 -23.780000 	 -25.690000 	 0.084
H35 	 -16.840000 	 -23.680000 	 -27.430000 	 0.084
H36 	 -15.700000 	 -25.890000 	 -27.610000 	 0.120
H37 	 -17.160000 	 -26.040000 	 -26.650000 	 0.120
H38 	 -15.350000 	 -27.120000 	 -25.610000 	 0.346
H39 	 -13.530000 	 -25.880000 	 -26.510000 	 0.117
H40 	 -13.440000 	 -26.020000 	 -24.770000 	 0.117
H41 	 -14.430000 	 -23.770000 	 -24.470000 	 0.083
H42 	 -13.020000 	 -23.660000 	 -25.490000 	 0.083
H43 	 -15.820000 	 -25.820000 	 -24.680000 	 0.364
