N1 	 -14.980000 	 -16.890000 	 -26.750000 	 -0.764
C2 	 -15.460000 	 -17.740000 	 -25.900000 	 0.665
N3 	 -16.170000 	 -17.250000 	 -24.830000 	 -0.620
C4 	 -16.480000 	 -15.970000 	 -24.520000 	 0.727
O5 	 -17.230000 	 -15.710000 	 -23.590000 	 -0.612
C6 	 -15.300000 	 -19.200000 	 -26.020000 	 -0.072
C7 	 -15.800000 	 -20.050000 	 -25.030000 	 -0.193
C8 	 -15.570000 	 -21.410000 	 -25.100000 	 -0.181
C9 	 -14.810000 	 -21.950000 	 -26.130000 	 0.005
C10 	 -14.400000 	 -21.120000 	 -27.180000 	 -0.212
C11 	 -14.640000 	 -19.750000 	 -27.120000 	 -0.066
C12 	 -14.370000 	 -23.420000 	 -26.010000 	 0.462
C13 	 -15.150000 	 -15.500000 	 -26.580000 	 0.570
C14 	 -15.840000 	 -14.990000 	 -25.480000 	 -0.229
C15 	 -15.940000 	 -13.620000 	 -25.270000 	 -0.129
C16 	 -15.330000 	 -12.750000 	 -26.180000 	 -0.200
C17 	 -14.670000 	 -13.250000 	 -27.310000 	 -0.078
C18 	 -14.600000 	 -14.630000 	 -27.520000 	 -0.344
C19 	 -13.400000 	 -23.780000 	 -27.170000 	 -0.309
C20 	 -15.640000 	 -24.310000 	 -26.000000 	 -0.328
C21 	 -13.660000 	 -23.720000 	 -24.690000 	 -0.330
H22 	 -16.630000 	 -17.920000 	 -24.230000 	 0.339
H23 	 -16.320000 	 -19.680000 	 -24.160000 	 0.155
H24 	 -15.920000 	 -22.030000 	 -24.290000 	 0.152
H25 	 -13.840000 	 -21.500000 	 -28.020000 	 0.152
H26 	 -14.270000 	 -19.120000 	 -27.920000 	 0.136
H27 	 -16.450000 	 -13.230000 	 -24.400000 	 0.170
H28 	 -15.380000 	 -11.680000 	 -26.020000 	 0.151
H29 	 -14.220000 	 -12.560000 	 -28.010000 	 0.150
H30 	 -14.070000 	 -15.020000 	 -28.380000 	 0.187
H31 	 -12.700000 	 -22.970000 	 -27.370000 	 0.068
H32 	 -13.940000 	 -23.990000 	 -28.090000 	 0.068
H33 	 -12.790000 	 -24.660000 	 -26.950000 	 0.068
H34 	 -16.430000 	 -23.850000 	 -25.410000 	 0.072
H35 	 -15.500000 	 -25.300000 	 -25.580000 	 0.072
H36 	 -16.030000 	 -24.440000 	 -27.000000 	 0.072
H37 	 -14.260000 	 -23.370000 	 -23.860000 	 0.074
H38 	 -12.680000 	 -23.260000 	 -24.640000 	 0.074
H39 	 -13.540000 	 -24.800000 	 -24.590000 	 0.074
