C1 	 -4.260000 	 -3.110000 	 13.570000 	 0.073
O2 	 -3.870000 	 -2.360000 	 14.710000 	 -0.374
C3 	 -2.530000 	 -2.110000 	 14.810000 	 0.132
C4 	 -1.750000 	 -2.870000 	 15.680000 	 -0.141
C5 	 -0.390000 	 -2.620000 	 15.810000 	 -0.396
C6 	 0.220000 	 -1.590000 	 15.090000 	 0.192
N7 	 1.610000 	 -1.370000 	 15.320000 	 -0.338
C8 	 2.530000 	 -0.440000 	 14.780000 	 0.255
N9 	 2.170000 	 0.400000 	 13.760000 	 -0.323
C10 	 3.110000 	 1.240000 	 13.230000 	 0.130
C11 	 4.410000 	 1.270000 	 13.700000 	 -0.454
N12 	 4.750000 	 0.490000 	 14.760000 	 0.398
C13 	 5.900000 	 0.380000 	 15.480000 	 -0.508
C14 	 5.600000 	 -0.540000 	 16.520000 	 0.137
N15 	 4.390000 	 -1.050000 	 16.360000 	 -0.568
C16 	 3.840000 	 -0.390000 	 15.330000 	 0.273
C17 	 2.660000 	 2.140000 	 12.130000 	 0.120
C18 	 3.570000 	 2.630000 	 11.170000 	 -0.163
C19 	 3.120000 	 3.440000 	 10.120000 	 -0.170
C20 	 1.780000 	 3.780000 	 10.030000 	 -0.079
C21 	 0.870000 	 3.340000 	 11.000000 	 -0.118
C22 	 1.310000 	 2.520000 	 12.040000 	 -0.246
C23 	 -0.580000 	 3.760000 	 10.910000 	 0.711
O24 	 -1.110000 	 3.930000 	 9.820000 	 -0.594
N25 	 -1.180000 	 4.000000 	 12.120000 	 -0.526
C26 	 -2.490000 	 4.570000 	 12.240000 	 0.185
C27 	 -3.470000 	 4.370000 	 11.260000 	 -0.171
C28 	 -4.730000 	 4.950000 	 11.400000 	 -0.186
C29 	 -5.030000 	 5.730000 	 12.530000 	 -0.000
C30 	 -4.060000 	 5.920000 	 13.520000 	 -0.156
C31 	 -2.790000 	 5.340000 	 13.380000 	 -0.271
C32 	 -6.390000 	 6.340000 	 12.670000 	 0.816
O33 	 -7.220000 	 6.130000 	 11.750000 	 -0.799
O34 	 -6.610000 	 7.030000 	 13.700000 	 -0.809
C35 	 -0.550000 	 -0.810000 	 14.200000 	 -0.219
C36 	 -1.940000 	 -1.080000 	 14.060000 	 0.255
O37 	 -2.740000 	 -0.340000 	 13.220000 	 -0.304
C38 	 -2.210000 	 0.650000 	 12.350000 	 0.028
H39 	 -5.340000 	 -3.260000 	 13.590000 	 0.046
H40 	 -3.780000 	 -4.090000 	 13.560000 	 0.046
H41 	 -4.010000 	 -2.580000 	 12.640000 	 0.046
H42 	 -2.210000 	 -3.660000 	 16.250000 	 0.172
H43 	 0.200000 	 -3.210000 	 16.490000 	 0.201
H44 	 2.010000 	 -1.970000 	 16.040000 	 0.274
H45 	 5.170000 	 1.940000 	 13.330000 	 0.221
H46 	 6.780000 	 0.980000 	 15.280000 	 0.247
H47 	 6.240000 	 -0.830000 	 17.330000 	 0.144
H48 	 4.610000 	 2.360000 	 11.230000 	 0.139
H49 	 3.830000 	 3.800000 	 9.390000 	 0.144
H50 	 1.440000 	 4.410000 	 9.210000 	 0.145
H51 	 0.610000 	 2.180000 	 12.790000 	 0.209
H52 	 -0.630000 	 3.930000 	 12.970000 	 0.309
H53 	 -3.270000 	 3.770000 	 10.390000 	 0.160
H54 	 -5.470000 	 4.800000 	 10.630000 	 0.154
H55 	 -4.280000 	 6.520000 	 14.390000 	 0.156
H56 	 -2.040000 	 5.490000 	 14.140000 	 0.138
H57 	 -0.110000 	 -0.020000 	 13.630000 	 0.052
H58 	 -3.030000 	 1.070000 	 11.770000 	 0.067
H59 	 -1.500000 	 0.220000 	 11.640000 	 0.067
H60 	 -1.760000 	 1.450000 	 12.920000 	 0.067
