C1 	 -6.370000 	 12.350000 	 -11.990000 	 -0.140
C2 	 -6.520000 	 11.820000 	 -10.730000 	 -0.064
C3 	 -7.690000 	 10.570000 	 -13.010000 	 -0.350
C4 	 -6.950000 	 11.770000 	 -13.120000 	 -0.027
C5 	 -7.810000 	 10.010000 	 -11.750000 	 0.180
C6 	 -7.240000 	 10.620000 	 -10.600000 	 -0.063
C7 	 -7.610000 	 9.740000 	 -9.510000 	 0.336
N8 	 -8.280000 	 8.730000 	 -9.970000 	 -0.503
N9 	 -8.420000 	 8.880000 	 -11.290000 	 -0.137
C10 	 -7.330000 	 9.900000 	 -8.020000 	 -0.130
S11 	 -5.410000 	 13.810000 	 -12.200000 	 1.055
C12 	 -5.980000 	 10.490000 	 -7.720000 	 0.128
C13 	 -5.870000 	 11.750000 	 -7.150000 	 -0.232
C14 	 -4.610000 	 12.300000 	 -6.900000 	 -0.171
C15 	 -3.440000 	 11.580000 	 -7.200000 	 0.084
C16 	 -3.570000 	 10.320000 	 -7.760000 	 -0.173
C17 	 -4.820000 	 9.760000 	 -8.030000 	 -0.213
C18 	 -2.100000 	 12.160000 	 -6.930000 	 -0.110
C19 	 -1.760000 	 13.430000 	 -6.420000 	 -0.303
N20 	 -0.430000 	 13.450000 	 -6.390000 	 0.414
N21 	 0.160000 	 12.340000 	 -6.790000 	 -0.528
C22 	 -0.820000 	 11.550000 	 -7.140000 	 0.125
C23 	 0.420000 	 14.580000 	 -5.970000 	 -0.297
O24 	 -4.460000 	 13.420000 	 -13.230000 	 -0.565
O25 	 -6.340000 	 14.900000 	 -12.430000 	 -0.567
N26 	 -4.550000 	 14.120000 	 -10.690000 	 -0.505
C27 	 -3.300000 	 13.440000 	 -10.370000 	 0.103
C28 	 -2.070000 	 13.990000 	 -11.070000 	 -0.345
C29 	 -2.260000 	 14.240000 	 -9.610000 	 -0.229
H30 	 -6.100000 	 12.280000 	 -9.840000 	 0.069
H31 	 -8.140000 	 10.120000 	 -13.900000 	 0.186
H32 	 -6.820000 	 12.200000 	 -14.060000 	 0.183
H33 	 -8.950000 	 8.210000 	 -11.840000 	 0.335
H34 	 -8.100000 	 10.520000 	 -7.560000 	 0.073
H35 	 -7.420000 	 8.920000 	 -7.510000 	 0.073
H36 	 -6.760000 	 12.320000 	 -6.920000 	 0.153
H37 	 -4.550000 	 13.300000 	 -6.460000 	 0.156
H38 	 -2.670000 	 9.750000 	 -8.000000 	 0.130
H39 	 -4.890000 	 8.780000 	 -8.470000 	 0.171
H40 	 -2.370000 	 14.240000 	 -6.100000 	 0.194
H41 	 -0.620000 	 10.590000 	 -7.550000 	 0.132
H42 	 1.040000 	 14.840000 	 -6.820000 	 0.126
H43 	 1.020000 	 14.300000 	 -5.140000 	 0.126
H44 	 -0.210000 	 15.440000 	 -5.730000 	 0.126
H45 	 -4.850000 	 14.900000 	 -10.120000 	 0.335
H46 	 -3.380000 	 12.350000 	 -10.180000 	 0.109
H47 	 -1.290000 	 13.300000 	 -11.370000 	 0.158
H48 	 -2.190000 	 14.820000 	 -11.760000 	 0.158
H49 	 -2.580000 	 15.210000 	 -9.240000 	 0.117
H50 	 -1.550000 	 13.740000 	 -8.940000 	 0.117
