C1 	 25.370000 	 31.220000 	 46.660000 	 -0.346
N2 	 24.230000 	 31.680000 	 47.600000 	 0.001
C3 	 24.160000 	 30.830000 	 48.880000 	 -0.262
C4 	 24.180000 	 33.210000 	 47.830000 	 -0.166
C5 	 25.400000 	 33.810000 	 48.570000 	 0.000
C6 	 25.450000 	 33.620000 	 50.090000 	 0.262
O7 	 24.150000 	 33.830000 	 50.640000 	 -0.363
C8 	 23.970000 	 33.670000 	 51.990000 	 -0.000
C9 	 24.950000 	 33.900000 	 52.970000 	 0.177
N10 	 24.720000 	 33.740000 	 54.300000 	 -0.639
C11 	 23.460000 	 33.350000 	 54.660000 	 0.874
N12 	 22.440000 	 33.130000 	 53.780000 	 -0.612
C13 	 22.710000 	 33.300000 	 52.470000 	 0.211
C14 	 23.210000 	 33.040000 	 56.110000 	 -0.327
C15 	 24.250000 	 33.070000 	 57.060000 	 0.000
C16 	 24.030000 	 32.680000 	 58.380000 	 -0.220
C17 	 22.770000 	 32.250000 	 58.780000 	 -0.127
C18 	 21.710000 	 32.240000 	 57.870000 	 0.108
C19 	 20.320000 	 31.810000 	 58.330000 	 -0.330
N20 	 19.970000 	 30.430000 	 57.940000 	 0.137
N21 	 19.420000 	 30.290000 	 56.660000 	 -0.464
C22 	 19.050000 	 29.140000 	 56.190000 	 0.461
C23 	 19.300000 	 27.980000 	 57.040000 	 -0.282
C24 	 19.850000 	 28.120000 	 58.270000 	 -0.238
C25 	 20.210000 	 29.410000 	 58.830000 	 0.605
O26 	 20.650000 	 29.530000 	 59.970000 	 -0.606
C27 	 18.390000 	 28.990000 	 54.870000 	 -0.002
C28 	 18.250000 	 27.740000 	 54.230000 	 -0.223
C29 	 17.590000 	 27.630000 	 53.000000 	 -0.091
C30 	 17.060000 	 28.770000 	 52.400000 	 -0.294
C31 	 17.190000 	 30.010000 	 53.010000 	 0.396
F32 	 16.670000 	 31.120000 	 52.420000 	 -0.225
C33 	 17.860000 	 30.120000 	 54.230000 	 -0.285
C34 	 21.930000 	 32.650000 	 56.550000 	 -0.000
H35 	 25.310000 	 31.810000 	 45.750000 	 0.181
H36 	 25.220000 	 30.160000 	 46.460000 	 0.181
H37 	 26.320000 	 31.390000 	 47.180000 	 0.181
H38 	 23.410000 	 31.270000 	 49.540000 	 0.154
H39 	 25.140000 	 30.810000 	 49.340000 	 0.154
H40 	 23.870000 	 29.820000 	 48.580000 	 0.154
H41 	 24.100000 	 33.620000 	 46.820000 	 0.129
H42 	 23.240000 	 33.410000 	 48.340000 	 0.129
H43 	 26.340000 	 33.460000 	 48.130000 	 0.065
H44 	 25.390000 	 34.880000 	 48.380000 	 0.065
H45 	 25.810000 	 32.630000 	 50.360000 	 -0.002
H46 	 26.170000 	 34.330000 	 50.510000 	 -0.002
H47 	 25.950000 	 34.220000 	 52.710000 	 0.155
H48 	 21.890000 	 33.130000 	 51.790000 	 0.114
H49 	 25.240000 	 33.370000 	 56.780000 	 0.110
H50 	 24.850000 	 32.700000 	 59.080000 	 0.163
H51 	 22.620000 	 31.930000 	 59.800000 	 0.167
H52 	 20.220000 	 31.960000 	 59.410000 	 0.163
H53 	 19.590000 	 32.500000 	 57.900000 	 0.163
H54 	 19.040000 	 26.980000 	 56.730000 	 0.191
H55 	 20.020000 	 27.240000 	 58.880000 	 0.181
H56 	 18.650000 	 26.840000 	 54.660000 	 0.149
H57 	 17.500000 	 26.670000 	 52.530000 	 0.162
H58 	 16.540000 	 28.690000 	 51.450000 	 0.180
H59 	 17.930000 	 31.100000 	 54.680000 	 0.188
H60 	 21.100000 	 32.620000 	 55.870000 	 0.080
H61 	 23.370000 	 31.470000 	 47.100000 	 0.313
